ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	324
F-CLI-2	finding	OPEN-DESK-ONLY	308
F-2498-1	finding	OPEN-DESK-ONLY	349
F-2473-1	finding	OPEN-DESK-ONLY	271, 401
F-WIN-1	finding	OPEN-DESK-ONLY	492
F-2457-4	finding	OPEN-DESK-ONLY	487
F-2387-1	finding	OPEN-DESK-ONLY	677
F-2386-1	finding	OPEN-DESK-ONLY	671, 679
F-2355-2	finding	OPEN-DESK-ONLY	766
F-2352-3	finding	OPEN-DESK-ONLY	776
F-2350-3	finding	OPEN-DESK-ONLY	789
F-2343-2	finding	OPEN-DESK-ONLY	804
F-2329-1	finding	OPEN-DESK-ONLY	967
F-2320-1	finding	OPEN-DESK-ONLY	840
F-2308-1	finding	OPEN-DESK-ONLY	941
F-2299-2	finding	OPEN-DESK-ONLY	965
F-2299-1	finding	OPEN-DESK-ONLY	966
F-2298-1	finding	OPEN-DESK-ONLY	964
F-2297-1	finding	OPEN-DESK-ONLY	963
F-2296-1	finding	OPEN-DESK-ONLY	962
F-2290-1	finding	OPEN-DESK-ONLY	983
F-2280-2	finding	OPEN-DESK-ONLY	995
F-2272-1	finding	OPEN	1047
F-2270-3	finding	OPEN-DESK-ONLY	1061
F-1313-3	finding	OPEN-DESK-ONLY	2916
F-2261-2	finding	OPEN-DESK-ONLY	1079
F-2190-2	finding	OPEN-DESK-ONLY	1211
F-2159-1	finding	OPEN-DESK-ONLY	1346
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1256, 1296
F-1637-2	finding	OPEN-DESK-ONLY	1273, 5572
F-E2S-4	finding	OPEN-DESK-ONLY	1935, 1977
F-1656-3	finding	OPEN-DESK-ONLY	1787
F-2080-3	finding	OPEN-DESK-ONLY	1566
F-2054-1	finding	OPEN-DESK-ONLY	1623
F-1659-1	finding	OPEN-DESK-ONLY	1801
F-1657-3	finding	OPEN-DESK-ONLY	1781
F-1653-2	finding	OPEN-DESK-ONLY	1794
F-1625-4	finding	OPEN-DESK-ONLY	5541
F-1601-1	finding	OPEN-DESK-ONLY	1941
F-1536-2	finding	OPEN-DESK-ONLY	2150
F-1510-1	finding	OPEN-DESK-ONLY	2196
F-1507-1	finding	OPEN-DESK-ONLY	2225
F-1501-3	finding	OPEN-DESK-ONLY	2254
F-1193-3	finding	OPEN-DESK-ONLY	1929, 1930, 1996, 5184
F-1182-2	finding	OPEN-DESK-ONLY	5190
F-E8LO-3	finding	OPEN-DESK-ONLY	1537
F-DOOR-6	finding	OPEN-DESK-ONLY	1985
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2290
F-1055-2	finding	OPEN-DESK-ONLY	4420
F-1103-2	finding	OPEN-DESK-ONLY	4826
F-PT15-1	finding	OPEN-DESK-ONLY	1221
F-2397-3	finding	OPEN-DESK-ONLY	648
F-EAL-3	finding	OPEN-DESK-ONLY	94
F-YR-1	finding	OPEN-DESK-ONLY	79

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=53 · UNRECORDED=0
