ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	83
F-CLI-2	finding	OPEN-DESK-ONLY	67
F-2498-1	finding	OPEN-DESK-ONLY	108
F-2473-1	finding	OPEN-DESK-ONLY	30, 160
F-WIN-1	finding	OPEN-DESK-ONLY	251
F-2457-4	finding	OPEN-DESK-ONLY	246
F-2387-1	finding	OPEN-DESK-ONLY	436
F-2386-1	finding	OPEN-DESK-ONLY	430, 438
F-2355-2	finding	OPEN-DESK-ONLY	525
F-2352-3	finding	OPEN-DESK-ONLY	535
F-2350-3	finding	OPEN-DESK-ONLY	548
F-2343-2	finding	OPEN-DESK-ONLY	563
F-2329-1	finding	OPEN-DESK-ONLY	726
F-2320-1	finding	OPEN-DESK-ONLY	599
F-2308-1	finding	OPEN-DESK-ONLY	700
F-2299-2	finding	OPEN-DESK-ONLY	724
F-2299-1	finding	OPEN-DESK-ONLY	725
F-2298-1	finding	OPEN-DESK-ONLY	723
F-2297-1	finding	OPEN-DESK-ONLY	722
F-2296-1	finding	OPEN-DESK-ONLY	721
F-2290-1	finding	OPEN-DESK-ONLY	742
F-2280-2	finding	OPEN-DESK-ONLY	754
F-2272-1	finding	OPEN	806
F-2270-3	finding	OPEN-DESK-ONLY	820
F-1313-3	finding	OPEN-DESK-ONLY	2675
F-2261-2	finding	OPEN-DESK-ONLY	838
F-2190-2	finding	OPEN-DESK-ONLY	970
F-2159-1	finding	OPEN-DESK-ONLY	1105
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1015, 1055
F-1637-2	finding	OPEN-DESK-ONLY	1032, 5331
F-E2S-4	finding	OPEN-DESK-ONLY	1694, 1736
F-1656-3	finding	OPEN-DESK-ONLY	1546
F-2080-3	finding	OPEN-DESK-ONLY	1325
F-2054-1	finding	OPEN-DESK-ONLY	1382
F-1659-1	finding	OPEN-DESK-ONLY	1560
F-1657-3	finding	OPEN-DESK-ONLY	1540
F-1653-2	finding	OPEN-DESK-ONLY	1553
F-1625-4	finding	OPEN-DESK-ONLY	5300
F-1601-1	finding	OPEN-DESK-ONLY	1700
F-1536-2	finding	OPEN-DESK-ONLY	1909
F-1510-1	finding	OPEN-DESK-ONLY	1955
F-1507-1	finding	OPEN-DESK-ONLY	1984
F-1501-3	finding	OPEN-DESK-ONLY	2013
F-1193-3	finding	OPEN-DESK-ONLY	1688, 1689, 1755, 4943
F-1182-2	finding	OPEN-DESK-ONLY	4949
F-E8LO-3	finding	OPEN-DESK-ONLY	1296
F-DOOR-6	finding	OPEN-DESK-ONLY	1744
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2049
F-1055-2	finding	OPEN-DESK-ONLY	4179
F-1103-2	finding	OPEN-DESK-ONLY	4585
F-PT15-1	finding	OPEN-DESK-ONLY	980
F-2397-3	finding	OPEN-DESK-ONLY	407

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=51 · UNRECORDED=0
