ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	252
F-CLI-2	finding	OPEN-DESK-ONLY	236
F-2498-1	finding	OPEN-DESK-ONLY	277
F-2473-1	finding	OPEN-DESK-ONLY	199, 329
F-WIN-1	finding	OPEN-DESK-ONLY	420
F-2457-4	finding	OPEN-DESK-ONLY	415
F-2387-1	finding	OPEN-DESK-ONLY	605
F-2386-1	finding	OPEN-DESK-ONLY	599, 607
F-2355-2	finding	OPEN-DESK-ONLY	694
F-2352-3	finding	OPEN-DESK-ONLY	704
F-2350-3	finding	OPEN-DESK-ONLY	717
F-2343-2	finding	OPEN-DESK-ONLY	732
F-2329-1	finding	OPEN-DESK-ONLY	895
F-2320-1	finding	OPEN-DESK-ONLY	768
F-2308-1	finding	OPEN-DESK-ONLY	869
F-2299-2	finding	OPEN-DESK-ONLY	893
F-2299-1	finding	OPEN-DESK-ONLY	894
F-2298-1	finding	OPEN-DESK-ONLY	892
F-2297-1	finding	OPEN-DESK-ONLY	891
F-2296-1	finding	OPEN-DESK-ONLY	890
F-2290-1	finding	OPEN-DESK-ONLY	911
F-2280-2	finding	OPEN-DESK-ONLY	923
F-2272-1	finding	OPEN	975
F-2270-3	finding	OPEN-DESK-ONLY	989
F-1313-3	finding	OPEN-DESK-ONLY	2844
F-2261-2	finding	OPEN-DESK-ONLY	1007
F-2190-2	finding	OPEN-DESK-ONLY	1139
F-2159-1	finding	OPEN-DESK-ONLY	1274
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1184, 1224
F-1637-2	finding	OPEN-DESK-ONLY	1201, 5500
F-E2S-4	finding	OPEN-DESK-ONLY	1863, 1905
F-1656-3	finding	OPEN-DESK-ONLY	1715
F-2080-3	finding	OPEN-DESK-ONLY	1494
F-2054-1	finding	OPEN-DESK-ONLY	1551
F-1659-1	finding	OPEN-DESK-ONLY	1729
F-1657-3	finding	OPEN-DESK-ONLY	1709
F-1653-2	finding	OPEN-DESK-ONLY	1722
F-1625-4	finding	OPEN-DESK-ONLY	5469
F-1601-1	finding	OPEN-DESK-ONLY	1869
F-1536-2	finding	OPEN-DESK-ONLY	2078
F-1510-1	finding	OPEN-DESK-ONLY	2124
F-1507-1	finding	OPEN-DESK-ONLY	2153
F-1501-3	finding	OPEN-DESK-ONLY	2182
F-1193-3	finding	OPEN-DESK-ONLY	1857, 1858, 1924, 5112
F-1182-2	finding	OPEN-DESK-ONLY	5118
F-E8LO-3	finding	OPEN-DESK-ONLY	1465
F-DOOR-6	finding	OPEN-DESK-ONLY	1913
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2218
F-1055-2	finding	OPEN-DESK-ONLY	4348
F-1103-2	finding	OPEN-DESK-ONLY	4754
F-PT15-1	finding	OPEN-DESK-ONLY	1149
F-2397-3	finding	OPEN-DESK-ONLY	576
F-EAL-3	finding	OPEN-DESK-ONLY	22
F-FTP-1	finding	OPEN-DESK-ONLY	24
F-AGE2-1	finding	OPEN-DESK-ONLY	7

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=54 · UNRECORDED=0
