ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	79
F-CLI-2	finding	OPEN-DESK-ONLY	63
F-2498-1	finding	OPEN-DESK-ONLY	104
F-2473-1	finding	OPEN-DESK-ONLY	26, 156
F-WIN-1	finding	OPEN-DESK-ONLY	247
F-2457-4	finding	OPEN-DESK-ONLY	242
F-2387-1	finding	OPEN-DESK-ONLY	432
F-2386-1	finding	OPEN-DESK-ONLY	426, 434
F-2355-2	finding	OPEN-DESK-ONLY	521
F-2352-3	finding	OPEN-DESK-ONLY	531
F-2350-3	finding	OPEN-DESK-ONLY	544
F-2343-2	finding	OPEN-DESK-ONLY	559
F-2329-1	finding	OPEN-DESK-ONLY	722
F-2320-1	finding	OPEN-DESK-ONLY	595
F-2308-1	finding	OPEN-DESK-ONLY	696
F-2299-2	finding	OPEN-DESK-ONLY	720
F-2299-1	finding	OPEN-DESK-ONLY	721
F-2298-1	finding	OPEN-DESK-ONLY	719
F-2297-1	finding	OPEN-DESK-ONLY	718
F-2296-1	finding	OPEN-DESK-ONLY	717
F-2290-1	finding	OPEN-DESK-ONLY	738
F-2280-2	finding	OPEN-DESK-ONLY	750
F-2272-1	finding	OPEN	802
F-2270-3	finding	OPEN-DESK-ONLY	816
F-1313-3	finding	OPEN-DESK-ONLY	2671
F-2261-2	finding	OPEN-DESK-ONLY	834
F-2190-2	finding	OPEN-DESK-ONLY	966
F-2159-1	finding	OPEN-DESK-ONLY	1101
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1011, 1051
F-1637-2	finding	OPEN-DESK-ONLY	1028, 5327
F-E2S-4	finding	OPEN-DESK-ONLY	1690, 1732
F-1656-3	finding	OPEN-DESK-ONLY	1542
F-2080-3	finding	OPEN-DESK-ONLY	1321
F-2054-1	finding	OPEN-DESK-ONLY	1378
F-1659-1	finding	OPEN-DESK-ONLY	1556
F-1657-3	finding	OPEN-DESK-ONLY	1536
F-1653-2	finding	OPEN-DESK-ONLY	1549
F-1625-4	finding	OPEN-DESK-ONLY	5296
F-1601-1	finding	OPEN-DESK-ONLY	1696
F-1536-2	finding	OPEN-DESK-ONLY	1905
F-1510-1	finding	OPEN-DESK-ONLY	1951
F-1507-1	finding	OPEN-DESK-ONLY	1980
F-1501-3	finding	OPEN-DESK-ONLY	2009
F-1193-3	finding	OPEN-DESK-ONLY	1684, 1685, 1751, 4939
F-1182-2	finding	OPEN-DESK-ONLY	4945
F-E8LO-3	finding	OPEN-DESK-ONLY	1292
F-DOOR-6	finding	OPEN-DESK-ONLY	1740
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2045
F-1055-2	finding	OPEN-DESK-ONLY	4175
F-1103-2	finding	OPEN-DESK-ONLY	4581
F-PT15-1	finding	OPEN-DESK-ONLY	976
F-2397-3	finding	OPEN-DESK-ONLY	403

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=51 · UNRECORDED=0
