ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	73
F-CLI-2	finding	OPEN-DESK-ONLY	57
F-2498-1	finding	OPEN-DESK-ONLY	98
F-2473-1	finding	OPEN-DESK-ONLY	20, 150
F-WIN-1	finding	OPEN-DESK-ONLY	241
F-2457-4	finding	OPEN-DESK-ONLY	236
F-2387-1	finding	OPEN-DESK-ONLY	426
F-2386-1	finding	OPEN-DESK-ONLY	420, 428
F-2355-2	finding	OPEN-DESK-ONLY	515
F-2352-3	finding	OPEN-DESK-ONLY	525
F-2350-3	finding	OPEN-DESK-ONLY	538
F-2343-2	finding	OPEN-DESK-ONLY	553
F-2329-1	finding	OPEN-DESK-ONLY	716
F-2320-1	finding	OPEN-DESK-ONLY	589
F-2308-1	finding	OPEN-DESK-ONLY	690
F-2299-2	finding	OPEN-DESK-ONLY	714
F-2299-1	finding	OPEN-DESK-ONLY	715
F-2298-1	finding	OPEN-DESK-ONLY	713
F-2297-1	finding	OPEN-DESK-ONLY	712
F-2296-1	finding	OPEN-DESK-ONLY	711
F-2290-1	finding	OPEN-DESK-ONLY	732
F-2280-2	finding	OPEN-DESK-ONLY	744
F-2272-1	finding	OPEN	796
F-2270-3	finding	OPEN-DESK-ONLY	810
F-1313-3	finding	OPEN-DESK-ONLY	2665
F-2261-2	finding	OPEN-DESK-ONLY	828
F-2190-2	finding	OPEN-DESK-ONLY	960
F-2159-1	finding	OPEN-DESK-ONLY	1095
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1005, 1045
F-1637-2	finding	OPEN-DESK-ONLY	1022, 5321
F-E2S-4	finding	OPEN-DESK-ONLY	1684, 1726
F-1656-3	finding	OPEN-DESK-ONLY	1536
F-2080-3	finding	OPEN-DESK-ONLY	1315
F-2054-1	finding	OPEN-DESK-ONLY	1372
F-1659-1	finding	OPEN-DESK-ONLY	1550
F-1657-3	finding	OPEN-DESK-ONLY	1530
F-1653-2	finding	OPEN-DESK-ONLY	1543
F-1625-4	finding	OPEN-DESK-ONLY	5290
F-1601-1	finding	OPEN-DESK-ONLY	1690
F-1536-2	finding	OPEN-DESK-ONLY	1899
F-1510-1	finding	OPEN-DESK-ONLY	1945
F-1507-1	finding	OPEN-DESK-ONLY	1974
F-1501-3	finding	OPEN-DESK-ONLY	2003
F-1193-3	finding	OPEN-DESK-ONLY	1678, 1679, 1745, 4933
F-1182-2	finding	OPEN-DESK-ONLY	4939
F-E8LO-3	finding	OPEN-DESK-ONLY	1286
F-DOOR-6	finding	OPEN-DESK-ONLY	1734
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2039
F-1055-2	finding	OPEN-DESK-ONLY	4169
F-1103-2	finding	OPEN-DESK-ONLY	4575
F-PT15-1	finding	OPEN-DESK-ONLY	970
F-2397-3	finding	OPEN-DESK-ONLY	397

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=51 · UNRECORDED=0
