ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	330
F-CLI-2	finding	OPEN-DESK-ONLY	314
F-2498-1	finding	OPEN-DESK-ONLY	355
F-2473-1	finding	OPEN-DESK-ONLY	277, 407
F-WIN-1	finding	OPEN-DESK-ONLY	498
F-2457-4	finding	OPEN-DESK-ONLY	493
F-2387-1	finding	OPEN-DESK-ONLY	683
F-2386-1	finding	OPEN-DESK-ONLY	677, 685
F-2355-2	finding	OPEN-DESK-ONLY	772
F-2352-3	finding	OPEN-DESK-ONLY	782
F-2350-3	finding	OPEN-DESK-ONLY	795
F-2343-2	finding	OPEN-DESK-ONLY	810
F-2329-1	finding	OPEN-DESK-ONLY	973
F-2320-1	finding	OPEN-DESK-ONLY	846
F-2308-1	finding	OPEN-DESK-ONLY	947
F-2299-2	finding	OPEN-DESK-ONLY	971
F-2299-1	finding	OPEN-DESK-ONLY	972
F-2298-1	finding	OPEN-DESK-ONLY	970
F-2297-1	finding	OPEN-DESK-ONLY	969
F-2296-1	finding	OPEN-DESK-ONLY	968
F-2290-1	finding	OPEN-DESK-ONLY	989
F-2280-2	finding	OPEN-DESK-ONLY	1001
F-2272-1	finding	OPEN	1053
F-2270-3	finding	OPEN-DESK-ONLY	1067
F-1313-3	finding	OPEN-DESK-ONLY	2922
F-2261-2	finding	OPEN-DESK-ONLY	1085
F-2190-2	finding	OPEN-DESK-ONLY	1217
F-2159-1	finding	OPEN-DESK-ONLY	1352
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1262, 1302
F-1637-2	finding	OPEN-DESK-ONLY	1279, 5578
F-E2S-4	finding	OPEN-DESK-ONLY	1941, 1983
F-1656-3	finding	OPEN-DESK-ONLY	1793
F-2080-3	finding	OPEN-DESK-ONLY	1572
F-2054-1	finding	OPEN-DESK-ONLY	1629
F-1659-1	finding	OPEN-DESK-ONLY	1807
F-1657-3	finding	OPEN-DESK-ONLY	1787
F-1653-2	finding	OPEN-DESK-ONLY	1800
F-1625-4	finding	OPEN-DESK-ONLY	5547
F-1601-1	finding	OPEN-DESK-ONLY	1947
F-1536-2	finding	OPEN-DESK-ONLY	2156
F-1510-1	finding	OPEN-DESK-ONLY	2202
F-1507-1	finding	OPEN-DESK-ONLY	2231
F-1501-3	finding	OPEN-DESK-ONLY	2260
F-1193-3	finding	OPEN-DESK-ONLY	1935, 1936, 2002, 5190
F-1182-2	finding	OPEN-DESK-ONLY	5196
F-E8LO-3	finding	OPEN-DESK-ONLY	1543
F-DOOR-6	finding	OPEN-DESK-ONLY	1991
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2296
F-1055-2	finding	OPEN-DESK-ONLY	4426
F-1103-2	finding	OPEN-DESK-ONLY	4832
F-PT15-1	finding	OPEN-DESK-ONLY	1227
F-2397-3	finding	OPEN-DESK-ONLY	654
F-EAL-3	finding	OPEN-DESK-ONLY	100
F-YR-1	finding	OPEN-DESK-ONLY	85

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=53 · UNRECORDED=0
