ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	27
F-CLI-2	finding	OPEN-DESK-ONLY	11
F-2498-1	finding	OPEN-DESK-ONLY	52
F-2473-1	finding	OPEN-DESK-ONLY	104
F-WIN-1	finding	OPEN-DESK-ONLY	195
F-2457-4	finding	OPEN-DESK-ONLY	190
F-2387-1	finding	OPEN-DESK-ONLY	380
F-2386-1	finding	OPEN-DESK-ONLY	374, 382
F-2355-2	finding	OPEN-DESK-ONLY	469
F-2352-3	finding	OPEN-DESK-ONLY	479
F-2350-3	finding	OPEN-DESK-ONLY	492
F-2343-2	finding	OPEN-DESK-ONLY	507
F-2329-1	finding	OPEN-DESK-ONLY	670
F-2320-1	finding	OPEN-DESK-ONLY	543
F-2308-1	finding	OPEN-DESK-ONLY	644
F-2299-2	finding	OPEN-DESK-ONLY	668
F-2299-1	finding	OPEN-DESK-ONLY	669
F-2298-1	finding	OPEN-DESK-ONLY	667
F-2297-1	finding	OPEN-DESK-ONLY	666
F-2296-1	finding	OPEN-DESK-ONLY	665
F-2290-1	finding	OPEN-DESK-ONLY	686
F-2280-2	finding	OPEN-DESK-ONLY	698
F-2272-1	finding	OPEN	750
F-2270-3	finding	OPEN-DESK-ONLY	764
F-1313-3	finding	OPEN-DESK-ONLY	2619
F-2261-2	finding	OPEN-DESK-ONLY	782
F-2190-2	finding	OPEN-DESK-ONLY	914
F-2159-1	finding	OPEN-DESK-ONLY	1049
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	959, 999
F-1637-2	finding	OPEN-DESK-ONLY	976, 5275
F-E2S-4	finding	OPEN-DESK-ONLY	1638, 1680
F-1656-3	finding	OPEN-DESK-ONLY	1490
F-2080-3	finding	OPEN-DESK-ONLY	1269
F-2054-1	finding	OPEN-DESK-ONLY	1326
F-1659-1	finding	OPEN-DESK-ONLY	1504
F-1657-3	finding	OPEN-DESK-ONLY	1484
F-1653-2	finding	OPEN-DESK-ONLY	1497
F-1625-4	finding	OPEN-DESK-ONLY	5244
F-1601-1	finding	OPEN-DESK-ONLY	1644
F-1536-2	finding	OPEN-DESK-ONLY	1853
F-1510-1	finding	OPEN-DESK-ONLY	1899
F-1507-1	finding	OPEN-DESK-ONLY	1928
F-1501-3	finding	OPEN-DESK-ONLY	1957
F-1193-3	finding	OPEN-DESK-ONLY	1632, 1633, 1699, 4887
F-1182-2	finding	OPEN-DESK-ONLY	4893
F-E8LO-3	finding	OPEN-DESK-ONLY	1240
F-DOOR-6	finding	OPEN-DESK-ONLY	1688
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	1993
F-1055-2	finding	OPEN-DESK-ONLY	4123
F-1103-2	finding	OPEN-DESK-ONLY	4529
F-PT15-1	finding	OPEN-DESK-ONLY	924
F-2397-3	finding	OPEN-DESK-ONLY	351

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=51 · UNRECORDED=0

EXIT 0
