ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	76
F-CLI-2	finding	OPEN-DESK-ONLY	60
F-2498-1	finding	OPEN-DESK-ONLY	101
F-2473-1	finding	OPEN-DESK-ONLY	23, 153
F-WIN-1	finding	OPEN-DESK-ONLY	244
F-2457-4	finding	OPEN-DESK-ONLY	239
F-2387-1	finding	OPEN-DESK-ONLY	429
F-2386-1	finding	OPEN-DESK-ONLY	423, 431
F-2355-2	finding	OPEN-DESK-ONLY	518
F-2352-3	finding	OPEN-DESK-ONLY	528
F-2350-3	finding	OPEN-DESK-ONLY	541
F-2343-2	finding	OPEN-DESK-ONLY	556
F-2329-1	finding	OPEN-DESK-ONLY	719
F-2320-1	finding	OPEN-DESK-ONLY	592
F-2308-1	finding	OPEN-DESK-ONLY	693
F-2299-2	finding	OPEN-DESK-ONLY	717
F-2299-1	finding	OPEN-DESK-ONLY	718
F-2298-1	finding	OPEN-DESK-ONLY	716
F-2297-1	finding	OPEN-DESK-ONLY	715
F-2296-1	finding	OPEN-DESK-ONLY	714
F-2290-1	finding	OPEN-DESK-ONLY	735
F-2280-2	finding	OPEN-DESK-ONLY	747
F-2272-1	finding	OPEN	799
F-2270-3	finding	OPEN-DESK-ONLY	813
F-1313-3	finding	OPEN-DESK-ONLY	2668
F-2261-2	finding	OPEN-DESK-ONLY	831
F-2190-2	finding	OPEN-DESK-ONLY	963
F-2159-1	finding	OPEN-DESK-ONLY	1098
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1008, 1048
F-1637-2	finding	OPEN-DESK-ONLY	1025, 5324
F-E2S-4	finding	OPEN-DESK-ONLY	1687, 1729
F-1656-3	finding	OPEN-DESK-ONLY	1539
F-2080-3	finding	OPEN-DESK-ONLY	1318
F-2054-1	finding	OPEN-DESK-ONLY	1375
F-1659-1	finding	OPEN-DESK-ONLY	1553
F-1657-3	finding	OPEN-DESK-ONLY	1533
F-1653-2	finding	OPEN-DESK-ONLY	1546
F-1625-4	finding	OPEN-DESK-ONLY	5293
F-1601-1	finding	OPEN-DESK-ONLY	1693
F-1536-2	finding	OPEN-DESK-ONLY	1902
F-1510-1	finding	OPEN-DESK-ONLY	1948
F-1507-1	finding	OPEN-DESK-ONLY	1977
F-1501-3	finding	OPEN-DESK-ONLY	2006
F-1193-3	finding	OPEN-DESK-ONLY	1681, 1682, 1748, 4936
F-1182-2	finding	OPEN-DESK-ONLY	4942
F-E8LO-3	finding	OPEN-DESK-ONLY	1289
F-DOOR-6	finding	OPEN-DESK-ONLY	1737
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2042
F-1055-2	finding	OPEN-DESK-ONLY	4172
F-1103-2	finding	OPEN-DESK-ONLY	4578
F-PT15-1	finding	OPEN-DESK-ONLY	973
F-2397-3	finding	OPEN-DESK-ONLY	400

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=51 · UNRECORDED=0
