ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	89
F-CLI-2	finding	OPEN-DESK-ONLY	73
F-2498-1	finding	OPEN-DESK-ONLY	114
F-2473-1	finding	OPEN-DESK-ONLY	36, 166
F-WIN-1	finding	OPEN-DESK-ONLY	257
F-2457-4	finding	OPEN-DESK-ONLY	252
F-2387-1	finding	OPEN-DESK-ONLY	442
F-2386-1	finding	OPEN-DESK-ONLY	436, 444
F-2355-2	finding	OPEN-DESK-ONLY	531
F-2352-3	finding	OPEN-DESK-ONLY	541
F-2350-3	finding	OPEN-DESK-ONLY	554
F-2343-2	finding	OPEN-DESK-ONLY	569
F-2329-1	finding	OPEN-DESK-ONLY	732
F-2320-1	finding	OPEN-DESK-ONLY	605
F-2308-1	finding	OPEN-DESK-ONLY	706
F-2299-2	finding	OPEN-DESK-ONLY	730
F-2299-1	finding	OPEN-DESK-ONLY	731
F-2298-1	finding	OPEN-DESK-ONLY	729
F-2297-1	finding	OPEN-DESK-ONLY	728
F-2296-1	finding	OPEN-DESK-ONLY	727
F-2290-1	finding	OPEN-DESK-ONLY	748
F-2280-2	finding	OPEN-DESK-ONLY	760
F-2272-1	finding	OPEN	812
F-2270-3	finding	OPEN-DESK-ONLY	826
F-1313-3	finding	OPEN-DESK-ONLY	2681
F-2261-2	finding	OPEN-DESK-ONLY	844
F-2190-2	finding	OPEN-DESK-ONLY	976
F-2159-1	finding	OPEN-DESK-ONLY	1111
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1021, 1061
F-1637-2	finding	OPEN-DESK-ONLY	1038, 5337
F-E2S-4	finding	OPEN-DESK-ONLY	1700, 1742
F-1656-3	finding	OPEN-DESK-ONLY	1552
F-2080-3	finding	OPEN-DESK-ONLY	1331
F-2054-1	finding	OPEN-DESK-ONLY	1388
F-1659-1	finding	OPEN-DESK-ONLY	1566
F-1657-3	finding	OPEN-DESK-ONLY	1546
F-1653-2	finding	OPEN-DESK-ONLY	1559
F-1625-4	finding	OPEN-DESK-ONLY	5306
F-1601-1	finding	OPEN-DESK-ONLY	1706
F-1536-2	finding	OPEN-DESK-ONLY	1915
F-1510-1	finding	OPEN-DESK-ONLY	1961
F-1507-1	finding	OPEN-DESK-ONLY	1990
F-1501-3	finding	OPEN-DESK-ONLY	2019
F-1193-3	finding	OPEN-DESK-ONLY	1694, 1695, 1761, 4949
F-1182-2	finding	OPEN-DESK-ONLY	4955
F-E8LO-3	finding	OPEN-DESK-ONLY	1302
F-DOOR-6	finding	OPEN-DESK-ONLY	1750
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2055
F-1055-2	finding	OPEN-DESK-ONLY	4185
F-1103-2	finding	OPEN-DESK-ONLY	4591
F-PT15-1	finding	OPEN-DESK-ONLY	986
F-2397-3	finding	OPEN-DESK-ONLY	413

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=51 · UNRECORDED=0
