ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	25
F-CLI-2	finding	OPEN-DESK-ONLY	9
F-2498-1	finding	OPEN-DESK-ONLY	50
F-2473-1	finding	OPEN-DESK-ONLY	102
F-WIN-1	finding	OPEN-DESK-ONLY	193
F-2457-4	finding	OPEN-DESK-ONLY	188
F-2387-1	finding	OPEN-DESK-ONLY	378
F-2386-1	finding	OPEN-DESK-ONLY	372, 380
F-2355-2	finding	OPEN-DESK-ONLY	467
F-2352-3	finding	OPEN-DESK-ONLY	477
F-2350-3	finding	OPEN-DESK-ONLY	490
F-2343-2	finding	OPEN-DESK-ONLY	505
F-2329-1	finding	OPEN-DESK-ONLY	668
F-2320-1	finding	OPEN-DESK-ONLY	541
F-2308-1	finding	OPEN-DESK-ONLY	642
F-2299-2	finding	OPEN-DESK-ONLY	666
F-2299-1	finding	OPEN-DESK-ONLY	667
F-2298-1	finding	OPEN-DESK-ONLY	665
F-2297-1	finding	OPEN-DESK-ONLY	664
F-2296-1	finding	OPEN-DESK-ONLY	663
F-2290-1	finding	OPEN-DESK-ONLY	684
F-2280-2	finding	OPEN-DESK-ONLY	696
F-2272-1	finding	OPEN	748
F-2270-3	finding	OPEN-DESK-ONLY	762
F-1313-3	finding	OPEN-DESK-ONLY	2617
F-2261-2	finding	OPEN-DESK-ONLY	780
F-2190-2	finding	OPEN-DESK-ONLY	912
F-2159-1	finding	OPEN-DESK-ONLY	1047
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	957, 997
F-1637-2	finding	OPEN-DESK-ONLY	974, 5273
F-E2S-4	finding	OPEN-DESK-ONLY	1636, 1678
F-1656-3	finding	OPEN-DESK-ONLY	1488
F-2080-3	finding	OPEN-DESK-ONLY	1267
F-2054-1	finding	OPEN-DESK-ONLY	1324
F-1659-1	finding	OPEN-DESK-ONLY	1502
F-1657-3	finding	OPEN-DESK-ONLY	1482
F-1653-2	finding	OPEN-DESK-ONLY	1495
F-1625-4	finding	OPEN-DESK-ONLY	5242
F-1601-1	finding	OPEN-DESK-ONLY	1642
F-1536-2	finding	OPEN-DESK-ONLY	1851
F-1510-1	finding	OPEN-DESK-ONLY	1897
F-1507-1	finding	OPEN-DESK-ONLY	1926
F-1501-3	finding	OPEN-DESK-ONLY	1955
F-1193-3	finding	OPEN-DESK-ONLY	1630, 1631, 1697, 4885
F-1182-2	finding	OPEN-DESK-ONLY	4891
F-E8LO-3	finding	OPEN-DESK-ONLY	1238
F-DOOR-6	finding	OPEN-DESK-ONLY	1686
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	1991
F-1055-2	finding	OPEN-DESK-ONLY	4121
F-1103-2	finding	OPEN-DESK-ONLY	4527
F-PT15-1	finding	OPEN-DESK-ONLY	922
F-2397-3	finding	OPEN-DESK-ONLY	349

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=51 · UNRECORDED=0
