ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	326
F-CLI-2	finding	OPEN-DESK-ONLY	310
F-2498-1	finding	OPEN-DESK-ONLY	351
F-2473-1	finding	OPEN-DESK-ONLY	273, 403
F-WIN-1	finding	OPEN-DESK-ONLY	494
F-2457-4	finding	OPEN-DESK-ONLY	489
F-2387-1	finding	OPEN-DESK-ONLY	679
F-2386-1	finding	OPEN-DESK-ONLY	673, 681
F-2355-2	finding	OPEN-DESK-ONLY	768
F-2352-3	finding	OPEN-DESK-ONLY	778
F-2350-3	finding	OPEN-DESK-ONLY	791
F-2343-2	finding	OPEN-DESK-ONLY	806
F-2329-1	finding	OPEN-DESK-ONLY	969
F-2320-1	finding	OPEN-DESK-ONLY	842
F-2308-1	finding	OPEN-DESK-ONLY	943
F-2299-2	finding	OPEN-DESK-ONLY	967
F-2299-1	finding	OPEN-DESK-ONLY	968
F-2298-1	finding	OPEN-DESK-ONLY	966
F-2297-1	finding	OPEN-DESK-ONLY	965
F-2296-1	finding	OPEN-DESK-ONLY	964
F-2290-1	finding	OPEN-DESK-ONLY	985
F-2280-2	finding	OPEN-DESK-ONLY	997
F-2272-1	finding	OPEN	1049
F-2270-3	finding	OPEN-DESK-ONLY	1063
F-1313-3	finding	OPEN-DESK-ONLY	2918
F-2261-2	finding	OPEN-DESK-ONLY	1081
F-2190-2	finding	OPEN-DESK-ONLY	1213
F-2159-1	finding	OPEN-DESK-ONLY	1348
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1258, 1298
F-1637-2	finding	OPEN-DESK-ONLY	1275, 5574
F-E2S-4	finding	OPEN-DESK-ONLY	1937, 1979
F-1656-3	finding	OPEN-DESK-ONLY	1789
F-2080-3	finding	OPEN-DESK-ONLY	1568
F-2054-1	finding	OPEN-DESK-ONLY	1625
F-1659-1	finding	OPEN-DESK-ONLY	1803
F-1657-3	finding	OPEN-DESK-ONLY	1783
F-1653-2	finding	OPEN-DESK-ONLY	1796
F-1625-4	finding	OPEN-DESK-ONLY	5543
F-1601-1	finding	OPEN-DESK-ONLY	1943
F-1536-2	finding	OPEN-DESK-ONLY	2152
F-1510-1	finding	OPEN-DESK-ONLY	2198
F-1507-1	finding	OPEN-DESK-ONLY	2227
F-1501-3	finding	OPEN-DESK-ONLY	2256
F-1193-3	finding	OPEN-DESK-ONLY	1931, 1932, 1998, 5186
F-1182-2	finding	OPEN-DESK-ONLY	5192
F-E8LO-3	finding	OPEN-DESK-ONLY	1539
F-DOOR-6	finding	OPEN-DESK-ONLY	1987
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2292
F-1055-2	finding	OPEN-DESK-ONLY	4422
F-1103-2	finding	OPEN-DESK-ONLY	4828
F-PT15-1	finding	OPEN-DESK-ONLY	1223
F-2397-3	finding	OPEN-DESK-ONLY	650
F-EAL-3	finding	OPEN-DESK-ONLY	96
F-YR-1	finding	OPEN-DESK-ONLY	81

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=53 · UNRECORDED=0
