ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	340
F-CLI-2	finding	OPEN-DESK-ONLY	324
F-2498-1	finding	OPEN-DESK-ONLY	365
F-2473-1	finding	OPEN-DESK-ONLY	287, 417
F-WIN-1	finding	OPEN-DESK-ONLY	508
F-2457-4	finding	OPEN-DESK-ONLY	503
F-2387-1	finding	OPEN-DESK-ONLY	693
F-2386-1	finding	OPEN-DESK-ONLY	687, 695
F-2355-2	finding	OPEN-DESK-ONLY	782
F-2352-3	finding	OPEN-DESK-ONLY	792
F-2350-3	finding	OPEN-DESK-ONLY	805
F-2343-2	finding	OPEN-DESK-ONLY	820
F-2329-1	finding	OPEN-DESK-ONLY	983
F-2320-1	finding	OPEN-DESK-ONLY	856
F-2308-1	finding	OPEN-DESK-ONLY	957
F-2299-2	finding	OPEN-DESK-ONLY	981
F-2299-1	finding	OPEN-DESK-ONLY	982
F-2298-1	finding	OPEN-DESK-ONLY	980
F-2297-1	finding	OPEN-DESK-ONLY	979
F-2296-1	finding	OPEN-DESK-ONLY	978
F-2290-1	finding	OPEN-DESK-ONLY	999
F-2280-2	finding	OPEN-DESK-ONLY	1011
F-2272-1	finding	OPEN	1063
F-2270-3	finding	OPEN-DESK-ONLY	1077
F-1313-3	finding	OPEN-DESK-ONLY	2932
F-2261-2	finding	OPEN-DESK-ONLY	1095
F-2190-2	finding	OPEN-DESK-ONLY	1227
F-2159-1	finding	OPEN-DESK-ONLY	1362
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1272, 1312
F-1637-2	finding	OPEN-DESK-ONLY	1289, 5588
F-E2S-4	finding	OPEN-DESK-ONLY	1951, 1993
F-1656-3	finding	OPEN-DESK-ONLY	1803
F-2080-3	finding	OPEN-DESK-ONLY	1582
F-2054-1	finding	OPEN-DESK-ONLY	1639
F-1659-1	finding	OPEN-DESK-ONLY	1817
F-1657-3	finding	OPEN-DESK-ONLY	1797
F-1653-2	finding	OPEN-DESK-ONLY	1810
F-1625-4	finding	OPEN-DESK-ONLY	5557
F-1601-1	finding	OPEN-DESK-ONLY	1957
F-1536-2	finding	OPEN-DESK-ONLY	2166
F-1510-1	finding	OPEN-DESK-ONLY	2212
F-1507-1	finding	OPEN-DESK-ONLY	2241
F-1501-3	finding	OPEN-DESK-ONLY	2270
F-1193-3	finding	OPEN-DESK-ONLY	1945, 1946, 2012, 5200
F-1182-2	finding	OPEN-DESK-ONLY	5206
F-E8LO-3	finding	OPEN-DESK-ONLY	1553
F-DOOR-6	finding	OPEN-DESK-ONLY	2001
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2306
F-1055-2	finding	OPEN-DESK-ONLY	4436
F-1103-2	finding	OPEN-DESK-ONLY	4842
F-PT15-1	finding	OPEN-DESK-ONLY	1237
F-2397-3	finding	OPEN-DESK-ONLY	664
F-EAL-3	finding	OPEN-DESK-ONLY	110
F-YR-1	finding	OPEN-DESK-ONLY	95

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=53 · UNRECORDED=0
