cors-probe (after): tree b2d0c3992, node v26.4.0; eight doors, every CORS entry point, called in process, no port, no live request
door | entry | env | origin | status error | allow-origin | expected | verdict
functions/api/_accounts.ts | sessionStatus | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | sessionStatus | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | pushSave | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | pushSave | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | pushSave | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | pushSave | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | pushSave | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | pushSave | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | pushSave | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | pullSave | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | pullSave | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | pullSave | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | pullSave | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | pullSave | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | pullSave | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | pullSave | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveVersions | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveVersions | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveVersions | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | saveVersions | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | saveVersions | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | saveVersions | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | saveVersions | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveProfiles | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveProfiles | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveProfiles | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | saveProfiles | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | saveProfiles | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | saveProfiles | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | saveProfiles | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | deleteAccount | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | deleteAccount | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | deleteAccount | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | deleteAccount | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | deleteAccount | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | deleteAccount | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | deleteAccount | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/redeem.ts | onRequest | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/redeem.ts | onRequest | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/redeem.ts | onRequest | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/redeem.ts | onRequest | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/redeem.ts | onRequest | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/redeem.ts | onRequest | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/redeem.ts | onRequest | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequest | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequest | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequest | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/standings.ts | onRequest | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/standings.ts | onRequest | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequest | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequest | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestAssayQueue | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestAssayQueue | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestAssayQueue | droplet production | https://agenttown.app | 401 unauthorized | https://agenttown.app | admit https://agenttown.app | ok
functions/api/standings.ts | onRequestAssayQueue | droplet production | https://www.agenttown.app | 401 unauthorized | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/standings.ts | onRequestAssayQueue | droplet production | https://gold-rush-3in.pages.dev | 401 unauthorized | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequestAssayQueue | droplet production | https://feature-x.gold-rush-3in.pages.dev | 401 unauthorized | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequestAssayQueue | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestAssayVerdict | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestAssayVerdict | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestAssayVerdict | droplet production | https://agenttown.app | 401 unauthorized | https://agenttown.app | admit https://agenttown.app | ok
functions/api/standings.ts | onRequestAssayVerdict | droplet production | https://www.agenttown.app | 401 unauthorized | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/standings.ts | onRequestAssayVerdict | droplet production | https://gold-rush-3in.pages.dev | 401 unauthorized | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequestAssayVerdict | droplet production | https://feature-x.gold-rush-3in.pages.dev | 401 unauthorized | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequestAssayVerdict | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestStandingsReassay | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestStandingsReassay | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestStandingsReassay | droplet production | https://agenttown.app | 401 unauthorized | https://agenttown.app | admit https://agenttown.app | ok
functions/api/standings.ts | onRequestStandingsReassay | droplet production | https://www.agenttown.app | 401 unauthorized | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/standings.ts | onRequestStandingsReassay | droplet production | https://gold-rush-3in.pages.dev | 401 unauthorized | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequestStandingsReassay | droplet production | https://feature-x.gold-rush-3in.pages.dev | 401 unauthorized | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequestStandingsReassay | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/refusals.ts | onRequest | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/refusals.ts | onRequest | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/refusals.ts | onRequest | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/refusals.ts | onRequest | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/refusals.ts | onRequest | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/refusals.ts | onRequest | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/refusals.ts | onRequest | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/telemetry.ts | onRequest | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/telemetry.ts | onRequest | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/telemetry.ts | onRequest | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/telemetry.ts | onRequest | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/telemetry.ts | onRequest | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/telemetry.ts | onRequest | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/telemetry.ts | onRequest | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/stats.ts | onRequest | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/stats.ts | onRequest | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/stats.ts | onRequest | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/stats.ts | onRequest | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/stats.ts | onRequest | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/stats.ts | onRequest | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/stats.ts | onRequest | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | createRoom | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | createRoom | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | createRoom | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_multiplayer.ts | createRoom | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_multiplayer.ts | createRoom | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_multiplayer.ts | createRoom | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_multiplayer.ts | createRoom | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | connectRoom | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | connectRoom | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | connectRoom | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_multiplayer.ts | connectRoom | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_multiplayer.ts | connectRoom | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_multiplayer.ts | connectRoom | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_multiplayer.ts | connectRoom | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | inspectRoom | droplet production | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | inspectRoom | droplet production | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | inspectRoom | droplet production | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_multiplayer.ts | inspectRoom | droplet production | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_multiplayer.ts | inspectRoom | droplet production | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_multiplayer.ts | inspectRoom | droplet production | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_multiplayer.ts | inspectRoom | droplet production | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_bugs.ts | postBug | development (ALLOW_LOCALHOST_ORIGINS=1) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_bugs.ts | postBug | development (ALLOW_LOCALHOST_ORIGINS=1) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_bugs.ts | postBug | development (ALLOW_LOCALHOST_ORIGINS=1) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_bugs.ts | postBug | development (ALLOW_LOCALHOST_ORIGINS=1) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_bugs.ts | postBug | development (ALLOW_LOCALHOST_ORIGINS=1) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_bugs.ts | postBug | development (ALLOW_LOCALHOST_ORIGINS=1) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_bugs.ts | postBug | development (ALLOW_LOCALHOST_ORIGINS=1) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_bugs.ts | listBugs | development (ALLOW_LOCALHOST_ORIGINS=1) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_bugs.ts | listBugs | development (ALLOW_LOCALHOST_ORIGINS=1) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_bugs.ts | listBugs | development (ALLOW_LOCALHOST_ORIGINS=1) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_bugs.ts | listBugs | development (ALLOW_LOCALHOST_ORIGINS=1) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_bugs.ts | listBugs | development (ALLOW_LOCALHOST_ORIGINS=1) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_bugs.ts | listBugs | development (ALLOW_LOCALHOST_ORIGINS=1) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_bugs.ts | listBugs | development (ALLOW_LOCALHOST_ORIGINS=1) | https://evil.example | 404 not_found | (none) | refuse 404 (none) | ok
functions/api/_bugs.ts | getBug | development (ALLOW_LOCALHOST_ORIGINS=1) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_bugs.ts | getBug | development (ALLOW_LOCALHOST_ORIGINS=1) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_bugs.ts | getBug | development (ALLOW_LOCALHOST_ORIGINS=1) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_bugs.ts | getBug | development (ALLOW_LOCALHOST_ORIGINS=1) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_bugs.ts | getBug | development (ALLOW_LOCALHOST_ORIGINS=1) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_bugs.ts | getBug | development (ALLOW_LOCALHOST_ORIGINS=1) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_bugs.ts | getBug | development (ALLOW_LOCALHOST_ORIGINS=1) | https://evil.example | 404 not_found | (none) | refuse 404 (none) | ok
functions/api/_accounts.ts | requestCode | development (ALLOW_LOCALHOST_ORIGINS=1) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_accounts.ts | requestCode | development (ALLOW_LOCALHOST_ORIGINS=1) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_accounts.ts | requestCode | development (ALLOW_LOCALHOST_ORIGINS=1) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | requestCode | development (ALLOW_LOCALHOST_ORIGINS=1) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | requestCode | development (ALLOW_LOCALHOST_ORIGINS=1) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | requestCode | development (ALLOW_LOCALHOST_ORIGINS=1) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | requestCode | development (ALLOW_LOCALHOST_ORIGINS=1) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | verifyCode | development (ALLOW_LOCALHOST_ORIGINS=1) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_accounts.ts | verifyCode | development (ALLOW_LOCALHOST_ORIGINS=1) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_accounts.ts | verifyCode | development (ALLOW_LOCALHOST_ORIGINS=1) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | verifyCode | development (ALLOW_LOCALHOST_ORIGINS=1) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | verifyCode | development (ALLOW_LOCALHOST_ORIGINS=1) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | verifyCode | development (ALLOW_LOCALHOST_ORIGINS=1) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | verifyCode | development (ALLOW_LOCALHOST_ORIGINS=1) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | sessionStatus | development (ALLOW_LOCALHOST_ORIGINS=1) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_accounts.ts | sessionStatus | development (ALLOW_LOCALHOST_ORIGINS=1) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_accounts.ts | sessionStatus | development (ALLOW_LOCALHOST_ORIGINS=1) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | sessionStatus | development (ALLOW_LOCALHOST_ORIGINS=1) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | sessionStatus | development (ALLOW_LOCALHOST_ORIGINS=1) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | sessionStatus | development (ALLOW_LOCALHOST_ORIGINS=1) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | sessionStatus | development (ALLOW_LOCALHOST_ORIGINS=1) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | pushSave | development (ALLOW_LOCALHOST_ORIGINS=1) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_accounts.ts | pushSave | development (ALLOW_LOCALHOST_ORIGINS=1) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_accounts.ts | pushSave | development (ALLOW_LOCALHOST_ORIGINS=1) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | pushSave | development (ALLOW_LOCALHOST_ORIGINS=1) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | pushSave | development (ALLOW_LOCALHOST_ORIGINS=1) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | pushSave | development (ALLOW_LOCALHOST_ORIGINS=1) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | pushSave | development (ALLOW_LOCALHOST_ORIGINS=1) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | pullSave | development (ALLOW_LOCALHOST_ORIGINS=1) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_accounts.ts | pullSave | development (ALLOW_LOCALHOST_ORIGINS=1) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_accounts.ts | pullSave | development (ALLOW_LOCALHOST_ORIGINS=1) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | pullSave | development (ALLOW_LOCALHOST_ORIGINS=1) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | pullSave | development (ALLOW_LOCALHOST_ORIGINS=1) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | pullSave | development (ALLOW_LOCALHOST_ORIGINS=1) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | pullSave | development (ALLOW_LOCALHOST_ORIGINS=1) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveVersions | development (ALLOW_LOCALHOST_ORIGINS=1) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_accounts.ts | saveVersions | development (ALLOW_LOCALHOST_ORIGINS=1) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_accounts.ts | saveVersions | development (ALLOW_LOCALHOST_ORIGINS=1) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | saveVersions | development (ALLOW_LOCALHOST_ORIGINS=1) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | saveVersions | development (ALLOW_LOCALHOST_ORIGINS=1) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
