ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	71
F-CLI-2	finding	OPEN-DESK-ONLY	55
F-2498-1	finding	OPEN-DESK-ONLY	96
F-2473-1	finding	OPEN-DESK-ONLY	18, 148
F-WIN-1	finding	OPEN-DESK-ONLY	239
F-2457-4	finding	OPEN-DESK-ONLY	234
F-2387-1	finding	OPEN-DESK-ONLY	424
F-2386-1	finding	OPEN-DESK-ONLY	418, 426
F-2355-2	finding	OPEN-DESK-ONLY	513
F-2352-3	finding	OPEN-DESK-ONLY	523
F-2350-3	finding	OPEN-DESK-ONLY	536
F-2343-2	finding	OPEN-DESK-ONLY	551
F-2329-1	finding	OPEN-DESK-ONLY	714
F-2320-1	finding	OPEN-DESK-ONLY	587
F-2308-1	finding	OPEN-DESK-ONLY	688
F-2299-2	finding	OPEN-DESK-ONLY	712
F-2299-1	finding	OPEN-DESK-ONLY	713
F-2298-1	finding	OPEN-DESK-ONLY	711
F-2297-1	finding	OPEN-DESK-ONLY	710
F-2296-1	finding	OPEN-DESK-ONLY	709
F-2290-1	finding	OPEN-DESK-ONLY	730
F-2280-2	finding	OPEN-DESK-ONLY	742
F-2272-1	finding	OPEN	794
F-2270-3	finding	OPEN-DESK-ONLY	808
F-1313-3	finding	OPEN-DESK-ONLY	2663
F-2261-2	finding	OPEN-DESK-ONLY	826
F-2190-2	finding	OPEN-DESK-ONLY	958
F-2159-1	finding	OPEN-DESK-ONLY	1093
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1003, 1043
F-1637-2	finding	OPEN-DESK-ONLY	1020, 5319
F-E2S-4	finding	OPEN-DESK-ONLY	1682, 1724
F-1656-3	finding	OPEN-DESK-ONLY	1534
F-2080-3	finding	OPEN-DESK-ONLY	1313
F-2054-1	finding	OPEN-DESK-ONLY	1370
F-1659-1	finding	OPEN-DESK-ONLY	1548
F-1657-3	finding	OPEN-DESK-ONLY	1528
F-1653-2	finding	OPEN-DESK-ONLY	1541
F-1625-4	finding	OPEN-DESK-ONLY	5288
F-1601-1	finding	OPEN-DESK-ONLY	1688
F-1536-2	finding	OPEN-DESK-ONLY	1897
F-1510-1	finding	OPEN-DESK-ONLY	1943
F-1507-1	finding	OPEN-DESK-ONLY	1972
F-1501-3	finding	OPEN-DESK-ONLY	2001
F-1193-3	finding	OPEN-DESK-ONLY	1676, 1677, 1743, 4931
F-1182-2	finding	OPEN-DESK-ONLY	4937
F-E8LO-3	finding	OPEN-DESK-ONLY	1284
F-DOOR-6	finding	OPEN-DESK-ONLY	1732
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2037
F-1055-2	finding	OPEN-DESK-ONLY	4167
F-1103-2	finding	OPEN-DESK-ONLY	4573
F-PT15-1	finding	OPEN-DESK-ONLY	968
F-2397-3	finding	OPEN-DESK-ONLY	395

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=51 · UNRECORDED=0
