ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	70
F-CLI-2	finding	OPEN-DESK-ONLY	54
F-2498-1	finding	OPEN-DESK-ONLY	95
F-2473-1	finding	OPEN-DESK-ONLY	17, 147
F-WIN-1	finding	OPEN-DESK-ONLY	238
F-2457-4	finding	OPEN-DESK-ONLY	233
F-2387-1	finding	OPEN-DESK-ONLY	423
F-2386-1	finding	OPEN-DESK-ONLY	417, 425
F-2355-2	finding	OPEN-DESK-ONLY	512
F-2352-3	finding	OPEN-DESK-ONLY	522
F-2350-3	finding	OPEN-DESK-ONLY	535
F-2343-2	finding	OPEN-DESK-ONLY	550
F-2329-1	finding	OPEN-DESK-ONLY	713
F-2320-1	finding	OPEN-DESK-ONLY	586
F-2308-1	finding	OPEN-DESK-ONLY	687
F-2299-2	finding	OPEN-DESK-ONLY	711
F-2299-1	finding	OPEN-DESK-ONLY	712
F-2298-1	finding	OPEN-DESK-ONLY	710
F-2297-1	finding	OPEN-DESK-ONLY	709
F-2296-1	finding	OPEN-DESK-ONLY	708
F-2290-1	finding	OPEN-DESK-ONLY	729
F-2280-2	finding	OPEN-DESK-ONLY	741
F-2272-1	finding	OPEN	793
F-2270-3	finding	OPEN-DESK-ONLY	807
F-1313-3	finding	OPEN-DESK-ONLY	2662
F-2261-2	finding	OPEN-DESK-ONLY	825
F-2190-2	finding	OPEN-DESK-ONLY	957
F-2159-1	finding	OPEN-DESK-ONLY	1092
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1002, 1042
F-1637-2	finding	OPEN-DESK-ONLY	1019, 5318
F-E2S-4	finding	OPEN-DESK-ONLY	1681, 1723
F-1656-3	finding	OPEN-DESK-ONLY	1533
F-2080-3	finding	OPEN-DESK-ONLY	1312
F-2054-1	finding	OPEN-DESK-ONLY	1369
F-1659-1	finding	OPEN-DESK-ONLY	1547
F-1657-3	finding	OPEN-DESK-ONLY	1527
F-1653-2	finding	OPEN-DESK-ONLY	1540
F-1625-4	finding	OPEN-DESK-ONLY	5287
F-1601-1	finding	OPEN-DESK-ONLY	1687
F-1536-2	finding	OPEN-DESK-ONLY	1896
F-1510-1	finding	OPEN-DESK-ONLY	1942
F-1507-1	finding	OPEN-DESK-ONLY	1971
F-1501-3	finding	OPEN-DESK-ONLY	2000
F-1193-3	finding	OPEN-DESK-ONLY	1675, 1676, 1742, 4930
F-1182-2	finding	OPEN-DESK-ONLY	4936
F-E8LO-3	finding	OPEN-DESK-ONLY	1283
F-DOOR-6	finding	OPEN-DESK-ONLY	1731
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2036
F-1055-2	finding	OPEN-DESK-ONLY	4166
F-1103-2	finding	OPEN-DESK-ONLY	4572
F-PT15-1	finding	OPEN-DESK-ONLY	967
F-2397-3	finding	OPEN-DESK-ONLY	394

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=51 · UNRECORDED=0
