ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	64
F-CLI-2	finding	OPEN-DESK-ONLY	48
F-2498-1	finding	OPEN-DESK-ONLY	89
F-2473-1	finding	OPEN-DESK-ONLY	11, 141
F-WIN-1	finding	OPEN-DESK-ONLY	232
F-2457-4	finding	OPEN-DESK-ONLY	227
F-2387-1	finding	OPEN-DESK-ONLY	417
F-2386-1	finding	OPEN-DESK-ONLY	411, 419
F-2355-2	finding	OPEN-DESK-ONLY	506
F-2352-3	finding	OPEN-DESK-ONLY	516
F-2350-3	finding	OPEN-DESK-ONLY	529
F-2343-2	finding	OPEN-DESK-ONLY	544
F-2329-1	finding	OPEN-DESK-ONLY	707
F-2320-1	finding	OPEN-DESK-ONLY	580
F-2308-1	finding	OPEN-DESK-ONLY	681
F-2299-2	finding	OPEN-DESK-ONLY	705
F-2299-1	finding	OPEN-DESK-ONLY	706
F-2298-1	finding	OPEN-DESK-ONLY	704
F-2297-1	finding	OPEN-DESK-ONLY	703
F-2296-1	finding	OPEN-DESK-ONLY	702
F-2290-1	finding	OPEN-DESK-ONLY	723
F-2280-2	finding	OPEN-DESK-ONLY	735
F-2272-1	finding	OPEN	787
F-2270-3	finding	OPEN-DESK-ONLY	801
F-1313-3	finding	OPEN-DESK-ONLY	2656
F-2261-2	finding	OPEN-DESK-ONLY	819
F-2190-2	finding	OPEN-DESK-ONLY	951
F-2159-1	finding	OPEN-DESK-ONLY	1086
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	996, 1036
F-1637-2	finding	OPEN-DESK-ONLY	1013, 5312
F-E2S-4	finding	OPEN-DESK-ONLY	1675, 1717
F-1656-3	finding	OPEN-DESK-ONLY	1527
F-2080-3	finding	OPEN-DESK-ONLY	1306
F-2054-1	finding	OPEN-DESK-ONLY	1363
F-1659-1	finding	OPEN-DESK-ONLY	1541
F-1657-3	finding	OPEN-DESK-ONLY	1521
F-1653-2	finding	OPEN-DESK-ONLY	1534
F-1625-4	finding	OPEN-DESK-ONLY	5281
F-1601-1	finding	OPEN-DESK-ONLY	1681
F-1536-2	finding	OPEN-DESK-ONLY	1890
F-1510-1	finding	OPEN-DESK-ONLY	1936
F-1507-1	finding	OPEN-DESK-ONLY	1965
F-1501-3	finding	OPEN-DESK-ONLY	1994
F-1193-3	finding	OPEN-DESK-ONLY	1669, 1670, 1736, 4924
F-1182-2	finding	OPEN-DESK-ONLY	4930
F-E8LO-3	finding	OPEN-DESK-ONLY	1277
F-DOOR-6	finding	OPEN-DESK-ONLY	1725
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2030
F-1055-2	finding	OPEN-DESK-ONLY	4160
F-1103-2	finding	OPEN-DESK-ONLY	4566
F-PT15-1	finding	OPEN-DESK-ONLY	961
F-2397-3	finding	OPEN-DESK-ONLY	388

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=51 · UNRECORDED=0
