ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	332
F-CLI-2	finding	OPEN-DESK-ONLY	316
F-2498-1	finding	OPEN-DESK-ONLY	357
F-2473-1	finding	OPEN-DESK-ONLY	279, 409
F-WIN-1	finding	OPEN-DESK-ONLY	500
F-2457-4	finding	OPEN-DESK-ONLY	495
F-2387-1	finding	OPEN-DESK-ONLY	685
F-2386-1	finding	OPEN-DESK-ONLY	679, 687
F-2355-2	finding	OPEN-DESK-ONLY	774
F-2352-3	finding	OPEN-DESK-ONLY	784
F-2350-3	finding	OPEN-DESK-ONLY	797
F-2343-2	finding	OPEN-DESK-ONLY	812
F-2329-1	finding	OPEN-DESK-ONLY	975
F-2320-1	finding	OPEN-DESK-ONLY	848
F-2308-1	finding	OPEN-DESK-ONLY	949
F-2299-2	finding	OPEN-DESK-ONLY	973
F-2299-1	finding	OPEN-DESK-ONLY	974
F-2298-1	finding	OPEN-DESK-ONLY	972
F-2297-1	finding	OPEN-DESK-ONLY	971
F-2296-1	finding	OPEN-DESK-ONLY	970
F-2290-1	finding	OPEN-DESK-ONLY	991
F-2280-2	finding	OPEN-DESK-ONLY	1003
F-2272-1	finding	OPEN	1055
F-2270-3	finding	OPEN-DESK-ONLY	1069
F-1313-3	finding	OPEN-DESK-ONLY	2924
F-2261-2	finding	OPEN-DESK-ONLY	1087
F-2190-2	finding	OPEN-DESK-ONLY	1219
F-2159-1	finding	OPEN-DESK-ONLY	1354
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1264, 1304
F-1637-2	finding	OPEN-DESK-ONLY	1281, 5580
F-E2S-4	finding	OPEN-DESK-ONLY	1943, 1985
F-1656-3	finding	OPEN-DESK-ONLY	1795
F-2080-3	finding	OPEN-DESK-ONLY	1574
F-2054-1	finding	OPEN-DESK-ONLY	1631
F-1659-1	finding	OPEN-DESK-ONLY	1809
F-1657-3	finding	OPEN-DESK-ONLY	1789
F-1653-2	finding	OPEN-DESK-ONLY	1802
F-1625-4	finding	OPEN-DESK-ONLY	5549
F-1601-1	finding	OPEN-DESK-ONLY	1949
F-1536-2	finding	OPEN-DESK-ONLY	2158
F-1510-1	finding	OPEN-DESK-ONLY	2204
F-1507-1	finding	OPEN-DESK-ONLY	2233
F-1501-3	finding	OPEN-DESK-ONLY	2262
F-1193-3	finding	OPEN-DESK-ONLY	1937, 1938, 2004, 5192
F-1182-2	finding	OPEN-DESK-ONLY	5198
F-E8LO-3	finding	OPEN-DESK-ONLY	1545
F-DOOR-6	finding	OPEN-DESK-ONLY	1993
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2298
F-1055-2	finding	OPEN-DESK-ONLY	4428
F-1103-2	finding	OPEN-DESK-ONLY	4834
F-PT15-1	finding	OPEN-DESK-ONLY	1229
F-2397-3	finding	OPEN-DESK-ONLY	656
F-EAL-3	finding	OPEN-DESK-ONLY	102
F-YR-1	finding	OPEN-DESK-ONLY	87

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=53 · UNRECORDED=0
