ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	334
F-CLI-2	finding	OPEN-DESK-ONLY	318
F-2498-1	finding	OPEN-DESK-ONLY	359
F-2473-1	finding	OPEN-DESK-ONLY	281, 411
F-WIN-1	finding	OPEN-DESK-ONLY	502
F-2457-4	finding	OPEN-DESK-ONLY	497
F-2387-1	finding	OPEN-DESK-ONLY	687
F-2386-1	finding	OPEN-DESK-ONLY	681, 689
F-2355-2	finding	OPEN-DESK-ONLY	776
F-2352-3	finding	OPEN-DESK-ONLY	786
F-2350-3	finding	OPEN-DESK-ONLY	799
F-2343-2	finding	OPEN-DESK-ONLY	814
F-2329-1	finding	OPEN-DESK-ONLY	977
F-2320-1	finding	OPEN-DESK-ONLY	850
F-2308-1	finding	OPEN-DESK-ONLY	951
F-2299-2	finding	OPEN-DESK-ONLY	975
F-2299-1	finding	OPEN-DESK-ONLY	976
F-2298-1	finding	OPEN-DESK-ONLY	974
F-2297-1	finding	OPEN-DESK-ONLY	973
F-2296-1	finding	OPEN-DESK-ONLY	972
F-2290-1	finding	OPEN-DESK-ONLY	993
F-2280-2	finding	OPEN-DESK-ONLY	1005
F-2272-1	finding	OPEN	1057
F-2270-3	finding	OPEN-DESK-ONLY	1071
F-1313-3	finding	OPEN-DESK-ONLY	2926
F-2261-2	finding	OPEN-DESK-ONLY	1089
F-2190-2	finding	OPEN-DESK-ONLY	1221
F-2159-1	finding	OPEN-DESK-ONLY	1356
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1266, 1306
F-1637-2	finding	OPEN-DESK-ONLY	1283, 5582
F-E2S-4	finding	OPEN-DESK-ONLY	1945, 1987
F-1656-3	finding	OPEN-DESK-ONLY	1797
F-2080-3	finding	OPEN-DESK-ONLY	1576
F-2054-1	finding	OPEN-DESK-ONLY	1633
F-1659-1	finding	OPEN-DESK-ONLY	1811
F-1657-3	finding	OPEN-DESK-ONLY	1791
F-1653-2	finding	OPEN-DESK-ONLY	1804
F-1625-4	finding	OPEN-DESK-ONLY	5551
F-1601-1	finding	OPEN-DESK-ONLY	1951
F-1536-2	finding	OPEN-DESK-ONLY	2160
F-1510-1	finding	OPEN-DESK-ONLY	2206
F-1507-1	finding	OPEN-DESK-ONLY	2235
F-1501-3	finding	OPEN-DESK-ONLY	2264
F-1193-3	finding	OPEN-DESK-ONLY	1939, 1940, 2006, 5194
F-1182-2	finding	OPEN-DESK-ONLY	5200
F-E8LO-3	finding	OPEN-DESK-ONLY	1547
F-DOOR-6	finding	OPEN-DESK-ONLY	1995
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2300
F-1055-2	finding	OPEN-DESK-ONLY	4430
F-1103-2	finding	OPEN-DESK-ONLY	4836
F-PT15-1	finding	OPEN-DESK-ONLY	1231
F-2397-3	finding	OPEN-DESK-ONLY	658
F-EAL-3	finding	OPEN-DESK-ONLY	104
F-YR-1	finding	OPEN-DESK-ONLY	89

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=53 · UNRECORDED=0
