ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	312
F-CLI-2	finding	OPEN-DESK-ONLY	296
F-2498-1	finding	OPEN-DESK-ONLY	337
F-2473-1	finding	OPEN-DESK-ONLY	259, 389
F-WIN-1	finding	OPEN-DESK-ONLY	480
F-2457-4	finding	OPEN-DESK-ONLY	475
F-2387-1	finding	OPEN-DESK-ONLY	665
F-2386-1	finding	OPEN-DESK-ONLY	659, 667
F-2355-2	finding	OPEN-DESK-ONLY	754
F-2352-3	finding	OPEN-DESK-ONLY	764
F-2350-3	finding	OPEN-DESK-ONLY	777
F-2343-2	finding	OPEN-DESK-ONLY	792
F-2329-1	finding	OPEN-DESK-ONLY	955
F-2320-1	finding	OPEN-DESK-ONLY	828
F-2308-1	finding	OPEN-DESK-ONLY	929
F-2299-2	finding	OPEN-DESK-ONLY	953
F-2299-1	finding	OPEN-DESK-ONLY	954
F-2298-1	finding	OPEN-DESK-ONLY	952
F-2297-1	finding	OPEN-DESK-ONLY	951
F-2296-1	finding	OPEN-DESK-ONLY	950
F-2290-1	finding	OPEN-DESK-ONLY	971
F-2280-2	finding	OPEN-DESK-ONLY	983
F-2272-1	finding	OPEN	1035
F-2270-3	finding	OPEN-DESK-ONLY	1049
F-1313-3	finding	OPEN-DESK-ONLY	2904
F-2261-2	finding	OPEN-DESK-ONLY	1067
F-2190-2	finding	OPEN-DESK-ONLY	1199
F-2159-1	finding	OPEN-DESK-ONLY	1334
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1244, 1284
F-1637-2	finding	OPEN-DESK-ONLY	1261, 5560
F-E2S-4	finding	OPEN-DESK-ONLY	1923, 1965
F-1656-3	finding	OPEN-DESK-ONLY	1775
F-2080-3	finding	OPEN-DESK-ONLY	1554
F-2054-1	finding	OPEN-DESK-ONLY	1611
F-1659-1	finding	OPEN-DESK-ONLY	1789
F-1657-3	finding	OPEN-DESK-ONLY	1769
F-1653-2	finding	OPEN-DESK-ONLY	1782
F-1625-4	finding	OPEN-DESK-ONLY	5529
F-1601-1	finding	OPEN-DESK-ONLY	1929
F-1536-2	finding	OPEN-DESK-ONLY	2138
F-1510-1	finding	OPEN-DESK-ONLY	2184
F-1507-1	finding	OPEN-DESK-ONLY	2213
F-1501-3	finding	OPEN-DESK-ONLY	2242
F-1193-3	finding	OPEN-DESK-ONLY	1917, 1918, 1984, 5172
F-1182-2	finding	OPEN-DESK-ONLY	5178
F-E8LO-3	finding	OPEN-DESK-ONLY	1525
F-DOOR-6	finding	OPEN-DESK-ONLY	1973
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2278
F-1055-2	finding	OPEN-DESK-ONLY	4408
F-1103-2	finding	OPEN-DESK-ONLY	4814
F-PT15-1	finding	OPEN-DESK-ONLY	1209
F-2397-3	finding	OPEN-DESK-ONLY	636
F-EAL-3	finding	OPEN-DESK-ONLY	82
F-YR-1	finding	OPEN-DESK-ONLY	67

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=53 · UNRECORDED=0
