ITEM	TYPE	VERDICT	EVIDENCE
F-E8RM-8	finding	OPEN-DESK-ONLY	264
F-CLI-2	finding	OPEN-DESK-ONLY	248
F-2498-1	finding	OPEN-DESK-ONLY	289
F-2473-1	finding	OPEN-DESK-ONLY	211, 341
F-WIN-1	finding	OPEN-DESK-ONLY	432
F-2457-4	finding	OPEN-DESK-ONLY	427
F-2387-1	finding	OPEN-DESK-ONLY	617
F-2386-1	finding	OPEN-DESK-ONLY	611, 619
F-2355-2	finding	OPEN-DESK-ONLY	706
F-2352-3	finding	OPEN-DESK-ONLY	716
F-2350-3	finding	OPEN-DESK-ONLY	729
F-2343-2	finding	OPEN-DESK-ONLY	744
F-2329-1	finding	OPEN-DESK-ONLY	907
F-2320-1	finding	OPEN-DESK-ONLY	780
F-2308-1	finding	OPEN-DESK-ONLY	881
F-2299-2	finding	OPEN-DESK-ONLY	905
F-2299-1	finding	OPEN-DESK-ONLY	906
F-2298-1	finding	OPEN-DESK-ONLY	904
F-2297-1	finding	OPEN-DESK-ONLY	903
F-2296-1	finding	OPEN-DESK-ONLY	902
F-2290-1	finding	OPEN-DESK-ONLY	923
F-2280-2	finding	OPEN-DESK-ONLY	935
F-2272-1	finding	OPEN	987
F-2270-3	finding	OPEN-DESK-ONLY	1001
F-1313-3	finding	OPEN-DESK-ONLY	2856
F-2261-2	finding	OPEN-DESK-ONLY	1019
F-2190-2	finding	OPEN-DESK-ONLY	1151
F-2159-1	finding	OPEN-DESK-ONLY	1286
F-ASSAY-E2E-6	finding	OPEN-DESK-ONLY	1196, 1236
F-1637-2	finding	OPEN-DESK-ONLY	1213, 5512
F-E2S-4	finding	OPEN-DESK-ONLY	1875, 1917
F-1656-3	finding	OPEN-DESK-ONLY	1727
F-2080-3	finding	OPEN-DESK-ONLY	1506
F-2054-1	finding	OPEN-DESK-ONLY	1563
F-1659-1	finding	OPEN-DESK-ONLY	1741
F-1657-3	finding	OPEN-DESK-ONLY	1721
F-1653-2	finding	OPEN-DESK-ONLY	1734
F-1625-4	finding	OPEN-DESK-ONLY	5481
F-1601-1	finding	OPEN-DESK-ONLY	1881
F-1536-2	finding	OPEN-DESK-ONLY	2090
F-1510-1	finding	OPEN-DESK-ONLY	2136
F-1507-1	finding	OPEN-DESK-ONLY	2165
F-1501-3	finding	OPEN-DESK-ONLY	2194
F-1193-3	finding	OPEN-DESK-ONLY	1869, 1870, 1936, 5124
F-1182-2	finding	OPEN-DESK-ONLY	5130
F-E8LO-3	finding	OPEN-DESK-ONLY	1477
F-DOOR-6	finding	OPEN-DESK-ONLY	1925
e10-lore-owner-read	slug	OPEN	goals.json; blockClass=owner-fork
F-1457-4	finding	OPEN-DESK-ONLY	2230
F-1055-2	finding	OPEN-DESK-ONLY	4360
F-1103-2	finding	OPEN-DESK-ONLY	4766
F-PT15-1	finding	OPEN-DESK-ONLY	1161
F-2397-3	finding	OPEN-DESK-ONLY	588
F-EAL-3	finding	OPEN-DESK-ONLY	34
F-FTP-1	finding	OPEN-DESK-ONLY	36
F-AGE2-1	finding	OPEN-DESK-ONLY	19

CLOSED=0 · OPEN=2 · BOTH=0 · OPEN-DESK-ONLY=54 · UNRECORDED=0
